Year,Quarter,Energy,Unnamed: 3,Unnamed: 4,Unnamed: 5,Industrial Processes and Product Use,Agriculture,Waste,"Land Use, Land Use Change and Forestry (LULUCF)",National Inventory Total
,,Electricity,Stationary energy excl. electricity,Transport,Fugitive Emissions,,,,,
2001-02,2001-09-01,47.50662803394625,19.408897870695778,18.89845365159691,11.298458140951654,6.896290823996512,22.038714990839907,4.8117757462775685,18.671502584098235,149.53072184240278
,2001-12-01,44.246608947846575,19.4127117271285,19.53957088454888,10.622622125864106,6.728487074660212,22.038714990839907,4.8117757462775685,18.671502584098235,146.071994081264
,2002-03-01,45.36958000093075,18.60606280973665,18.42837162977657,9.893548289336213,6.5469114810317395,21.55961249103904,4.707171925706317,18.26560035400914,143.37685898156641
,2002-06-01,46.795943867800176,19.22029751376824,18.62507675413952,10.901572985895154,6.842794389053667,21.79916374093947,4.759473835991943,18.468551469053686,147.41287455664187
2002-03,2002-09-01,48.56843379859164,19.922949661831392,19.52380273072,10.939203360259324,7.324329184576357,20.594570763619668,4.153307041507459,21.871410237270833,152.89800677837667
,2002-12-01,46.17127245406564,19.926535933442775,20.178656795689655,10.071957454181522,7.413452643688494,20.594570763619668,4.153307041507459,21.871410237270833,150.38116332346604
,2003-03-01,45.372866992055144,19.164452964065422,19.01984006994671,9.478698861173351,7.36142932260816,20.14686270354098,4.063017757996427,21.39594479733016,146.00311346871638
,2003-06-01,46.366060047294255,19.61070698829432,19.231758103987293,10.47805895805927,7.387972978410189,20.370716733580323,4.108162399751943,21.633677517300498,149.1871137266781
2003-04,2003-09-01,48.9606294678098,20.40753213387598,20.284488708597465,10.844656469983907,7.799078650390841,21.429174797237867,4.031885972539536,15.858961796460234,149.61640799689562
,2003-12-01,46.82310587388373,20.34484134999894,20.970224107383796,10.023695552871638,7.848479565829266,21.429174797237867,4.031885972539536,15.858961796460234,147.330369016205
,2004-03-01,49.9716883994511,19.444678816687546,19.770459714217576,9.408200452901216,7.665315694594171,21.19624898422441,3.9880611250119324,15.68658177693349,147.13123496402142
,2004-06-01,49.09456456532803,19.97708823021139,19.990094661719397,10.527809815987307,7.474386988494674,21.19624898422441,3.9880611250119324,15.68658177693349,147.93483614791063
2004-05,2004-09-01,50.89390815729196,20.898363896706442,20.789957573295887,11.206170899023293,7.4631848826570675,21.66982548985216,4.003709045449054,21.537353932002457,158.46247387627832
,2004-12-01,48.14289704651813,20.93817115967071,21.0701657736396,10.645042717589801,7.484813103704157,21.66982548985216,4.003709045449054,21.537353932002457,155.49197826842604
,2005-03-01,48.79012822882533,19.887632190899573,19.663132542178236,9.871211958885327,7.497326965353155,21.198742327029283,3.916671892287117,21.069150585654576,151.8939966911126
,2005-06-01,48.8465545504007,20.50678780283929,20.521836048734535,11.068780091504864,7.6397756759485285,21.43428390844072,3.9601904688680856,21.30325225882852,155.28146080556525
