Year,Quarter,Energy,Unnamed: 3,Unnamed: 4,Unnamed: 5,Industrial Processes and Product Use,Agriculture,Waste,"Land Use, Land Use Change and Forestry (LULUCF)",National Inventory Total
,,Electricity,Stationary energy excl. electricity,Transport,Fugitive Emissions,,,,,
2001-02,2001-09-01,47.50662803394625,19.408889871783074,18.89845365159691,11.298458140951654,6.896290823996512,22.038714990839907,4.8117757462775685,18.671502584098235,149.5307138434901
,2001-12-01,44.246608947846575,19.41293600446641,19.539570884548883,10.622622125864106,6.728487074660212,22.038714990839907,4.8117757462775685,18.671502584098235,146.0722183586019
,2002-03-01,45.36958000093075,18.60603870929505,18.42837162977657,9.893548289336213,6.5469114810317395,21.55961249103904,4.707171925706317,18.26560035400914,143.3768348811248
,2002-06-01,46.795943867800176,19.220105335784623,18.62507675413952,10.901572985895154,6.842794389053667,21.79916374093947,4.759473835991943,18.468551469053686,147.41268237865825
2002-03,2002-09-01,48.56843379859164,19.923151565497804,19.52380273072,10.939203360259324,7.324329184576355,20.594570763619668,4.153307041507459,21.871410237270833,152.89820868204308
,2002-12-01,46.17127245406564,19.92655185937128,20.178656795689655,10.071957454181522,7.413452643688494,20.594570763619668,4.153307041507459,21.871410237270833,150.38117924939453
,2003-03-01,45.372866992055144,19.164227132787733,19.01984006994671,9.478698861173351,7.361429322608158,20.14686270354098,4.063017757996427,21.39594479733016,146.00288763743868
,2003-06-01,46.366060047294255,19.610714989977108,19.231758103987293,10.47805895805927,7.387972978410189,20.370716733580323,4.108162399751943,21.633677517300498,149.18712172836086
2003-04,2003-09-01,48.9606294678098,20.407509479069326,20.28448870859747,10.844656469983907,7.799078650390841,21.429174797237867,4.031885972539536,15.858961796460234,149.61638534208896
,2003-12-01,46.82310587388373,20.34469938095266,20.970224107383796,10.023695552871638,7.848479565829266,21.429174797237867,4.031885972539536,15.858961796460234,147.33022704715873
,2004-03-01,49.9716883994511,19.44455803920216,19.77045971421758,9.408200452901216,7.665315694594171,21.19624898422441,3.9880611250119324,15.68658177693349,147.13111418653605
,2004-06-01,49.09456456532803,19.9773736315497,19.990094661719397,10.527809815987307,7.474386988494674,21.19624898422441,3.9880611250119324,15.68658177693349,147.93512154924892
2004-05,2004-09-01,50.89390815729196,20.89815962914343,20.789957573295887,11.206170899023295,7.4631848826570675,21.66982548985216,4.003709045449054,21.537353932002457,158.46226960871527
,2004-12-01,48.14289704651813,20.937840541762405,21.0701657736396,10.645042717589801,7.484813103704157,21.66982548985216,4.003709045449054,21.537353932002457,155.49164765051776
,2005-03-01,48.79012822882533,19.88792508190235,19.663132542178236,9.871211958885327,7.497326965353155,21.198742327029283,3.916671892287117,21.069150585654576,151.89428958211536
,2005-06-01,48.8465545504007,20.507029797307837,20.521836048734535,11.068780091504863,7.6397756759485285,21.43428390844072,3.9601904688680856,21.30325225882852,155.28170280003377
2005-06,2005-09-01,50.85317042466765,20.748013088899913,20.5487455115775,11.397799182247079,7.793806465377644,21.243207545928747,3.9383819527085064,23.83590303174901,160.35902720315607
,2005-12-01,48.928383878608045,20.55388387209427,21.83358835613447,10.739938529930583,7.628240903683987,21.243207545928747,3.9383819527085064,23.83590303174901,158.70152807083764
,2006-03-01,50.602331456151326,19.433874878477823,20.499825446778367,10.054860439333577,7.473853922072355,20.781398686234642,3.852764953736582,23.317731226710986,156.0166410094957
,2006-06-01,50.841929760353814,20.689258529422066,20.45694641487291,11.450472643539065,7.674414593983393,21.012303116081693,3.895573453222544,23.576817129229998,159.59771564070545
2006-07,2006-09-01,52.149648102916046,20.54665209654054,21.093853168551036,12.135551813567355,8.189995578558898,20.23709945735885,4.033093219730655,25.079660679633665,163.46555411685705
,2006-12-01,50.82482743668227,21.038482794912508,21.865349565179933,11.428009510831235,8.217493534395013,20.23709945735885,4.033093219730655,25.079660679633665,162.72401619872412
,2007-03-01,51.60642895261035,19.76066392534804,21.031615003519377,10.801680934050164,8.040604955014565,19.79716251263365,3.9454172801712923,24.53445066485902,159.51802422820646
,2007-06-01,49.4530619056073,20.616881456270136,21.29931006039562,12.260538654735615,8.165829060707951,20.01713098499625,3.9892552499509737,24.807055672246342,160.60906304491022
2007-08,2007-09-01,53.50127265374732,21.376725395185264,21.56248906868148,12.786216689899408,8.215501301174273,19.494285250268508,4.150636749836199,21.524400680816658,162.61152778960908
,2007-12-01,50.26740548933451,21.28799321406599,22.096906194683633,10.783596660469843,8.15749051516203,19.494285250268508,4.150636749836199,21.524400680816658,157.76271475463736
,2008-03-01,51.637081317944606,20.339020976491017,21.134062684342858,10.772575814710653,8.072328917424642,19.282390845374287,4.1055211329901535,21.29043980385126,156.63342149312948
,2008-06-01,50.4667044169732,21.392312531875373,21.555341089338135,11.582297653974553,8.178127439481619,19.282390845374287,4.1055211329901535,21.29043980385126,157.85313491385858
2008-09,2008-09-01,55.41384980941849,21.94752460782331,22.089540576072984,11.568683509794486,8.590201569933877,19.59625072209749,4.129877001986708,21.369269392882018,164.70519719000933
,2008-12-01,52.318005199643714,21.398950286147382,22.527894354832068,11.635620979989689,8.096057794051916,19.59625072209749,4.129877001986708,21.369269392882018,161.07192573163098
,2009-03-01,52.43652880139699,19.209341939585418,21.11786132467032,10.302895977730111,6.818346925286717,19.170245271617105,4.04009706716091,20.904720058254146,154.0000373657017
,2009-06-01,51.45723516564148,20.339928339420933,21.455650659105768,12.092248150624185,6.949910017717313,19.3832479968573,4.084987034573809,21.136994725568083,156.90020208950887
2009-10,2009-09-01,51.3609863138239,20.669408598226205,22.63679811154023,12.069817509518009,8.058111111521788,18.929409194268278,4.092052775441295,17.145226634819753,154.96181024915944
,2009-12-01,51.26531728274752,21.06290463730044,23.120779933045178,11.072124744985082,8.387726427883903,18.929409194268278,4.092052775441295,17.145226634819753,155.07554163049144
,2010-03-01,52.49986097042526,20.36392216333468,21.61967503191915,10.583970031764203,8.48799407963307,18.517900298740706,4.003095106409962,16.772504316671494,152.84892199889853
,2010-06-01,49.90139649921429,21.111366795902637,21.27534375251814,11.601501277273632,8.456736743984997,18.723654746504494,4.047573940925629,16.958865475745625,152.07643923206945
