Year,Quarter,Energy,Unnamed: 3,Unnamed: 4,Unnamed: 5,Industrial Processes and Product Use,Agriculture,Waste,Total (excluding LULUCF),"Land Use, Land Use Change and Forestry (LULUCF)",National Inventory Total
,,Electricity,Stationary energy excl. electricity,Transport,Fugitive Emissions,,,,,,
2001-02,2001-09-01,47.50662803394625,19.41193532099584,18.89845365895422,10.93493922822608,7.041659565136463,22.03587925076132,4.488869631518495,130.3183646895387,17.4993129227093,147.817677612248
,2001-12-01,44.246608947846575,19.416861717469043,19.539570892089518,10.239438774320764,6.864547601149015,22.03587925076132,4.488869631518495,126.83177681515471,17.4993129227093,144.331089737864
,2002-03-01,45.36958000093075,18.60203638621138,18.42837163697613,9.534973886678891,6.681701862366537,21.556838397483897,4.391285509094178,124.56478767974178,17.118893076563445,141.68368075630522
,2002-06-01,46.795943867800176,19.21713649665289,18.62507676117608,10.544092201132884,7.025583597628262,21.796358824122606,4.440077570306336,128.4442693188192,17.309102999636377,145.75337231845558
2002-03,2002-09-01,48.56843379859164,19.931434847166667,19.523802736764175,10.527370723757421,7.550737844975257,20.5860209375564,4.1838527436354145,130.871653632447,20.516734524001787,151.38838815644877
,2002-12-01,46.17127245406564,19.93170664288833,20.178656801884426,9.638212245481473,7.6215601528912185,20.5860209375564,4.1838527436354145,128.3112819784029,20.516734524001787,148.82801650240467
,2003-03-01,45.372866992055144,19.158444162009996,19.019840075861286,9.071282503139365,7.611727526854907,20.138498743261692,4.092899423121601,124.46555942630397,20.0707185560887,144.53627798239268
,2003-06-01,46.366060047294255,19.603059895568933,19.23175810976796,10.070370089525039,7.514721739690104,20.362259840409045,4.138376083378507,127.28660580563384,20.293726540045242,147.5803323456791
2003-04,2003-09-01,48.9606294678098,20.409550689195022,20.284488713796417,10.392111147234246,7.9980214312583415,21.424099817917398,4.061988308813074,133.53088957602432,16.64949562928657,150.1803852053109
,2003-12-01,46.82310587388373,20.344325754315424,20.97022411271229,9.5477908631026,8.067713358533252,21.424099817917398,4.061988308813074,131.23924808927777,16.64949562928657,147.88874371856434
,2004-03-01,49.9716883994511,19.444913903763048,19.77045971930506,8.95973909339823,7.854083842800223,21.191229167722646,4.01783626197815,131.20995038841843,16.468522850707362,147.6784732391258
,2004-06-01,49.09456456532803,19.975350183500364,19.99009466669169,10.077838367545503,7.661788192633761,21.191229167722646,4.01783626197815,132.00870140540013,16.468522850707362,148.4772242561075
2004-05,2004-09-01,50.89390815729196,20.900487150064016,20.789957577727872,10.704849965484476,7.821086310237216,21.665924158472272,4.035783948396777,136.8119972676746,22.528984556294574,159.34098182396917
,2004-12-01,48.14289704651813,20.940270435954066,21.07016577808761,10.118295669410609,7.768916643968159,21.665924158472272,4.035783948396777,133.74225368080764,22.528984556294574,156.2712382371022
,2005-03-01,48.79012822882533,19.885475478923503,19.663132546350003,9.374402115106383,7.699238199913139,21.194925807201138,3.9480495147359767,130.55535189105547,22.03922402246208,152.59457591351753
,2005-06-01,48.8465545504007,20.50472198517445,20.52183605299075,10.569931922788966,7.860143078661346,21.4304249828367,3.991916731566376,133.7255293044193,22.284104289378327,156.00963359379762
2005-06,2005-09-01,50.85317042466765,20.744709052086424,20.548745467656236,10.898297279148432,7.98541171391169,21.239230373526734,3.975312216811884,136.24487652780905,21.721703012799676,157.96657954060873
,2005-12-01,48.928383878608045,20.551311545355496,21.83358805274699,10.215074571683708,7.730541357727236,21.239230373526734,3.975312216811884,134.47344199646008,21.721703012799676,156.19514500925976
,2006-03-01,50.602331456151326,19.436782738838797,20.499824790339517,9.55978655326031,7.5403843590917585,20.77750797410224,3.888892386011625,132.3055102577956,21.24949207773881,153.5550023355344
,2006-06-01,50.841929760353814,20.69222248393253,20.456945516302515,10.953451839556001,7.780430711415536,21.008369173814483,3.9321023014117547,135.66545178678663,21.485597545269243,157.1510493320559
