Year,Quarter,Energy,Unnamed: 3,Unnamed: 4,Unnamed: 5,Industrial Processes and Product Use,Agriculture,Waste,Total (excluding LULUCF),"Land Use, Land Use Change and Forestry (LULUCF)",National Inventory Total
,,Electricity,Stationary energy excl. electricity,Transport,Fugitive Emissions,,,,,,
2001-02,2001-09-01,47.525067878471305,19.378210023255274,18.93161689762431,10.092337611511493,7.290283573624749,20.44111654997252,4.029905118040893,127.68853765250054,16.782987149128108,144.47152480162865
,2001-12-01,44.26378340588591,19.38850358728913,19.57385008813613,9.44798184961376,7.088624307593855,20.44111654997252,4.029905118040893,124.23376490653219,16.782987149128108,141.0167520556603
,2002-03-01,45.3871903436557,18.571511873749035,18.460918013059654,8.793246268976777,6.93109966350479,19.996744451060074,3.9422984850400034,122.08300909904602,16.41813960240793,138.50114870145396
,2002-06-01,46.814107858069264,19.18847367094414,18.657465250547435,9.714586899556775,7.253491517524452,20.218930500516297,3.9861018015404484,125.83315749869881,16.60056337576802,142.43372087446681
2002-03,2002-09-01,48.58977200363976,19.903098132267097,19.56153681795866,9.70714948986103,7.7633142116505285,19.050476044492612,3.7581208468882124,128.33346754675787,20.270895985621536,148.6043635323794
,2002-12-01,46.19155748287761,19.902973185695252,20.217633280091587,8.873189188301392,7.828257704453467,19.050476044492612,3.7581208468882124,125.82220773280015,20.270895985621536,146.09310371842167
,2003-03-01,45.39280124695643,19.132314111473093,19.056864013424494,8.351374518256309,7.837656739233737,18.636335260916685,3.676422567608033,122.08376845786879,19.8302243337602,141.91399279162897
,2003-06-01,46.38643065468639,19.57386731905322,19.268546787773616,9.265220813191634,7.738251619302449,18.84340565270465,3.717271707248123,124.79299455396007,20.050560159690868,144.84355471365095
2003-04,2003-09-01,48.98149275576146,20.385521658294202,20.32472291288351,9.563465902579168,8.248098845599614,19.87939488114055,3.6497108493711643,131.03240780562967,16.680782806972868,147.71319061260255
,2003-12-01,46.84305831222564,20.31894245199723,21.011783625635545,8.775708536196124,8.325080145244861,19.87939488114055,3.6497108493711643,128.8036788018111,16.680782806972868,145.48446160878396
,2004-03-01,49.99298252364518,19.419447525573755,19.809914843071713,8.23215897745052,8.128122296095125,19.663314501997718,3.610040079269304,128.85598074710333,16.49946995037533,145.35545069747866
,2004-06-01,49.11548492620821,19.94417525387031,20.029335761995288,9.258681221550678,7.921256485521449,19.663314501997718,3.610040079269304,129.54228823041296,16.49946995037533,146.0417581807883
2004-05,2004-09-01,50.916781035175816,20.875745231232983,20.831609941087006,9.837682588656724,7.976802560835999,20.077056079859442,3.626798816158212,134.14247625300618,22.939162384674248,157.08163863768044
,2004-12-01,48.16453355754646,20.913509524061432,21.112515833715086,9.301210892997476,7.939949318225974,20.077056079859442,3.626798816158212,131.13557402256407,22.939162384674248,154.07473640723833
,2005-03-01,48.812055620242525,19.862979526225686,19.702766888765478,8.61076074388023,7.904940962732141,19.64059833899293,3.547955363633033,128.08205744447204,22.440484941529153,150.5225423860012
,2005-06-01,48.86850730108798,20.48146136039422,20.562637653209897,9.70799441001054,8.053905073772746,19.858827209426185,3.587377089895622,131.12071009779717,22.689823663101702,153.81053376089886
2005-06,2005-09-01,50.87523666747608,20.722601298744518,20.58860870489938,10.001115660279673,8.205097515208406,19.691586821918005,3.5733882547980937,133.65763492332414,21.188609013256876,154.846243936581
,2005-12-01,48.94961491670996,20.526380103028856,21.87586382984154,9.373817556689849,7.950775927359269,19.691586821918005,3.5733882547980937,131.94142741034557,21.188609013256876,153.13003642360243
,2006-03-01,50.624288854741415,19.411581796411692,20.540303016893244,8.774433919154445,7.7814414831649685,19.263508847528477,3.4957059014329173,129.89126381932718,20.727987078186075,150.61925089751327
,2006-06-01,50.86399112560543,20.671467377246064,20.497033362130136,10.06025782361592,8.014169437917602,19.477547834723243,3.5345470781155055,133.1190140393539,20.958298045721474,154.0773120850754
