Year,Quarter,Energy,Unnamed: 3,Unnamed: 4,Unnamed: 5,Industrial Processes and Product Use,Agriculture,Waste,Total (excluding LULUCF),"Land Use, Land Use Change and Forestry (LULUCF)",National Inventory Total
,,Electricity,Stationary energy excl. electricity,Transport,Fugitive Emissions,,,,,,
2001-02,2001-09-01,47.50662803394625,19.41193532099584,18.89845365895422,10.93493956283913,7.041624090283361,22.03587925076132,4.488869631518495,130.31832954929862,18.00081668222368,148.3191462315223
,2001-12-01,44.246608947846575,19.416861717469043,19.53957089208952,10.239438975017126,6.864589588590298,22.03587925076132,4.488869631518495,126.83181900329237,18.00081668222368,144.83263568551604
,2002-03-01,45.36958000093075,18.60203638621138,18.428371636976134,9.534974050366536,6.681778435993533,21.556838397483897,4.391285509094178,124.56486441705643,17.609494580436202,142.17435899749262
,2002-06-01,46.795943867800176,19.21713649665289,18.625076761176086,10.544092550417277,7.025500511413082,21.796358824122606,4.440077570306336,128.44418658188846,17.805155631329942,146.2493422132184
2002-03,2002-09-01,48.56843379859164,19.931434847166667,19.52380273676417,10.527367890546813,7.550736251813031,20.5860209375564,4.1838527436354145,130.87164920607415,21.15427758481634,152.02592679089048
,2002-12-01,46.17127245406564,19.931706642888326,20.178656801884426,9.638209545242264,7.6215973263332915,20.5860209375564,4.1838527436354145,128.31131645160576,21.15427758481634,149.4655940364221
,2003-03-01,45.372866992055144,19.158444162009992,19.019840075861286,9.071279941457709,7.611696715801012,20.138498743261692,4.092899423121601,124.46552605356842,20.694401985146417,145.15992803871484
,2003-06-01,46.366060047294255,19.603059895568936,19.231758109767963,10.070367269329743,7.514716970464152,20.362259840409045,4.138376083378507,127.2865982162126,20.924339784981377,148.21093800119397
2003-04,2003-09-01,48.9606294678098,20.409550689195022,20.284488713796417,10.392112559740537,7.99800530860676,21.424099817917398,4.061988308813074,133.53087486587904,17.734885681217758,151.2657605470968
,2003-12-01,46.82310587388373,20.344325754315424,20.970224112712287,9.547792146803541,8.067697018072549,21.424099817917398,4.061988308813074,131.239233032518,17.734885681217758,148.97411871373575
