Year,Quarter,"Land Use, Land Use Change and Forestry (LULUCF)",Total including LULUCF,Total excluding LULUCF
2001-02,2001-09-01,18.671502584098235,149.5307138434901,130.85921125939188
,2001-12-01,18.671502584098235,146.0722183586019,127.40071577450367
,2002-03-01,18.26560035400914,143.3768348811248,125.11123452711567
,2002-06-01,18.468551469053686,147.41268237865825,128.94413090960455
2002-03,2002-09-01,21.871410237270837,152.89820868204308,131.02679844477223
,2002-12-01,21.871410237270837,150.3811792493945,128.50976901212368
,2003-03-01,21.39594479733016,146.00288763743868,124.60694284010852
,2003-06-01,21.633677517300494,149.18712172836086,127.55344421106037
2003-04,2003-09-01,15.858961796460234,149.61638534208896,133.75742354562874
,2003-12-01,15.858961796460234,147.33022704715873,131.4712652506985
,2004-03-01,15.68658177693349,147.13111418653605,131.44453240960257
,2004-06-01,15.68658177693349,147.93512154924892,132.24853977231544
2004-05,2004-09-01,21.537353932002457,158.46226960871527,136.92491567671283
,2004-12-01,21.537353932002457,155.49164765051776,133.95429371851532
,2005-03-01,21.069150585654576,151.89428958211536,130.8251389964608
,2005-06-01,21.30325225882852,155.28170280003377,133.97845054120526
2005-06,2005-09-01,23.83590303174901,160.35902720315607,136.52312417140706
,2005-12-01,23.83590303174901,158.70152807083764,134.86562503908863
,2006-03-01,23.317731226710983,156.0166410094957,132.6989097827847
,2006-06-01,23.57681712923,159.59771564070545,136.02089851147545
2006-07,2006-09-01,25.079660679633665,163.46555411685705,138.3858934372234
,2006-12-01,25.079660679633665,162.72401619872412,137.64435551909045
,2007-03-01,24.53445066485902,159.51802422820646,134.98357356334745
,2007-06-01,24.807055672246342,160.60906304491022,135.80200737266387
2007-08,2007-09-01,21.524400680816655,162.61152778960908,141.08712710879243
,2007-12-01,21.524400680816655,157.76271475463736,136.2383140738207
,2008-03-01,21.29043980385126,156.63342149312948,135.34298168927822
,2008-06-01,21.29043980385126,157.85313491385858,136.56269511000733
2008-09,2008-09-01,21.369269392882018,164.70519719000933,143.3359277971273
,2008-12-01,21.369269392882018,161.07192573163098,139.70265633874897
,2009-03-01,20.904720058254146,154.0000373657017,133.09531730744754
,2009-06-01,21.136994725568083,156.90020208950887,135.76320736394078
2009-10,2009-09-01,17.145226634819753,154.96181024915944,137.8165836143397
,2009-12-01,17.145226634819753,155.07554163049144,137.9303149956717
,2010-03-01,16.772504316671494,152.84892199889853,136.07641768222703
,2010-06-01,16.958865475745625,152.07643923206945,135.11757375632382
2010-11,2010-09-01,11.36084754659952,153.66391272530512,142.3030651787056
,2010-12-01,11.36084754659952,146.90264113686587,135.54179359026634
,2011-03-01,11.113872599934313,144.73677161384944,133.62289901391512
,2011-06-01,11.23736007326692,148.5090600758275,137.27170000256058
2011-12,2011-09-01,6.539670189116864,149.1274797987191,142.58780960960223
,2011-12-01,6.539670189116864,143.55404344497256,137.0143732558557
,2012-03-01,6.468586817496027,141.65814740983114,135.1895605923351
,2012-06-01,6.468586817496027,143.68681479052842,137.21822797303238
2012-13,2012-09-01,4.841788196590775,142.5024955154037,137.6607073188129
,2012-12-01,4.841788196590775,140.41425671846517,135.57246852187438
,2013-03-01,4.736531931447496,137.97375428706025,133.23722235561274
,2013-06-01,4.789160064019136,140.8068557021773,136.01769563815816
2013-14,2013-09-01,6.065499398808035,141.12299060766165,135.0574912088536
,2013-12-01,6.065499398808035,139.39324328095464,133.3277438821466
,2014-03-01,5.93364071622525,139.1662053346664,133.23256461844113
,2014-06-01,5.999570057516642,140.86241005634326,134.86283999882662
2014-15,2014-09-01,1.1874787702959164,140.61574288239026,139.42826411209435
,2014-12-01,1.1874787702959164,136.41026988627115,135.22279111597524
