Year,Quarter,"Land Use, Land Use Change and Forestry (LULUCF)",Total including LULUCF,Total excluding LULUCF
2009-10,2009-09-01,17.145226634819753,157.16203949744292,140.01681286262317
,2009-12-01,17.145226634819753,151.8056085703065,134.66038193548675
,2010-03-01,16.772504316671494,152.17442859565466,135.40192427898316
,2010-06-01,16.958865475745625,154.04987480825284,137.0910093325072
2010-11,2010-09-01,11.36084754659952,153.73447237278123,142.3736248261817
,2010-12-01,11.36084754659952,146.9696328876115,135.60878534101198
,2011-03-01,11.113872599934313,144.79959074350108,133.68571814356676
,2011-06-01,11.23736007326692,148.57658475318397,137.33922467991704
2011-12,2011-09-01,6.539670189116864,149.22053341761776,142.6808632285009
,2011-12-01,6.539670189116864,143.6135608407226,137.07389065160575
,2012-03-01,6.468586817496027,141.73646279614607,135.26787597865004
,2012-06-01,6.468586817496027,143.75150674732765,137.28291992983162
2012-13,2012-09-01,4.841788196590775,142.80039085252682,137.95860265593603
,2012-12-01,4.841788196590775,140.68467404440224,135.84288584781146
,2013-03-01,4.736531931447496,138.27287549098452,133.53634355953702
,2013-06-01,4.789160064019136,141.25000348601483,136.4608434219957
2013-14,2013-09-01,6.065499398808035,140.77333391726236,134.70783451845432
,2013-12-01,6.065499398808035,139.26979468656023,133.2042952877522
,2014-03-01,5.93364071622525,138.97641984743947,133.04277913121422
,2014-06-01,5.999570057516642,140.49610202383272,134.49653196631607
2014-15,2014-09-01,1.1874787702959164,140.36040515881484,139.17292638851893
,2014-12-01,1.1874787702959164,136.3044319295313,135.11695315923538
,2015-03-01,1.161664014419918,134.31516839266578,133.15350437824586
,2015-06-01,1.174571392357917,137.9630021710972,136.7884307787393
2015-16,2015-09-01,-7.150544577546659,132.95257209403402,140.1031166715807
,2015-12-01,-7.150544577546659,131.03610284824367,138.18664742579034
,2016-03-01,-7.072821266921151,130.21999136304908,137.29281262997023
,2016-06-01,-7.072821266921151,129.69943110056997,136.77225236749112
2016-17,2016-09-01,-9.18777126752247,132.94992066507683,142.1376919325993
,2016-12-01,-9.18777126752247,126.85686445199951,136.04463571952198
,2017-03-01,-8.98803710953285,129.1802696760957,138.16830678562854
,2017-06-01,-9.08790418852766,134.14257256403738,143.23047675256504
2017-18,2017-09-01,-8.176848727299056,134.03069576096073,142.20754448825977
,2017-12-01,-8.176848727299056,129.9205842890343,138.09743301633335
,2018-03-01,-7.999091146270817,130.64313651358313,138.64222765985394
,2018-06-01,-8.087969936784937,133.79223903621434,141.88020897299927
2018-19,2018-09-01,-9.83870102064038,132.34476294464682,142.1834639652872
,2018-12-01,-9.83870102064038,127.675301748267,137.51400276890737
,2019-03-01,-9.624816215843849,125.67033775334788,135.29515396919172
,2019-06-01,-9.731758618242113,130.5205518829423,140.2523105011844
2019-20,2019-09-01,-9.80812289598304,128.46447008348167,138.27259297946472
,2019-12-01,-9.80812289598304,125.78417015433024,135.5922930503133
,2020-03-01,-9.701512864504965,124.6986565898184,134.40016945432336
,2020-06-01,-9.701512864504965,118.6732760070341,128.37478887153907
2020-21,2020-09-01,-9.942213132286431,122.20125234048486,132.14346547277128
,2020-12-01,-9.942213132286431,120.11301710038556,130.055230232672
,2021-03-01,-9.726078064193247,121.094696621063,130.82077468525625
,2021-06-01,-9.83414559823984,125.2638855276732,135.09803112591302
2021-22,2021-09-01,-9.946392405175915,123.76672402909972,133.71311643427563
,2021-12-01,-9.946392405175915,120.8839908068596,130.8303832120355
,2022-03-01,-9.730166483324265,120.01284140828042,129.7430078916047
,2022-06-01,-9.838279444250093,123.31545215350188,133.15373159775197
2022-23,2022-09-01,-9.946392405175915,126.32165935995371,136.26805176512963
,2022-12-01,-9.946392405175915,119.93961466550178,129.8860070706777
