Year,Quarter,"Land Use, Land Use Change and Forestry (LULUCF)",Total including LULUCF,Total excluding LULUCF
,2018-12-01,-9.83870102064038,127.64588155317436,137.48458257381475
,2019-03-01,-9.624816215843849,125.64096805122466,135.2657842670685
,2019-06-01,-9.731758618242113,130.6220795404698,140.3538381587119
2019-20,2019-09-01,-9.80812289598304,128.34679905134618,138.15492194732923
,2019-12-01,-9.80812289598304,125.60461104075958,135.41273393674263
,2020-03-01,-9.701512864504965,124.6228916492829,134.32440451378787
,2020-06-01,-9.701512864504965,119.1133484698386,128.81486133434356
2020-21,2020-09-01,-9.942213132286431,121.38719247228768,131.3294056045741
,2020-12-01,-9.942213132286431,119.11957007004408,129.0617832023305
,2021-03-01,-9.726078064193247,120.11608529358116,129.8421633577744
,2021-06-01,-9.83414559823984,124.33198886881846,134.1661344670583
2021-22,2021-09-01,-9.946392405175915,123.08772377641162,133.03411618158754
,2021-12-01,-9.946392405175915,120.3818342406899,130.3282266458658
,2022-03-01,-9.730166483324265,119.31246007452708,129.04262655785135
,2022-06-01,-9.838279444250093,121.74654463356768,131.58482407781779
